"Caffe Banba Van
","Ballyhillion,
","Malin Head,",Donegal,"+ 353 74 937 0538
","Dominic and Andrea McDermott
",dominic@caffebanba.com,"www.caffebanba.com 
",https://www.facebook.com/caffebanba,https://twitter.com/caffebanba, 55.381018°, -7.373703°,10:00:00 AM,6:00:00 PM,10:00:00 AM,6:00:00 PM,10:00:00 AM,6:00:00 PM,10:00:00 AM,6:00:00 PM,10:00:00 AM,6:00:00 PM,10:00:00 AM,6:00:00 PM,10:00:00 AM,6:00:00 PM,,"Dominic and Andrea aren’t just the most northerly baristas in Ireland, they are also surely the bravest. For when the wind whips around Banba’s Head up there at Malin Head, at the most northerly extremity of Ireland, it is a fearsome proposition to even be brave enough to get out of the car. But summon up your courage  and head over for a beautiful coffee and some lovely buns and cakes, all sold from the Banba coffee bar on wheels. There is also a Caffe Banba shop in Carndonagh where you can secure that vital hit of good caffeine in more sedate surroundings.
",caffebanba.jpg,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caffe Banba,,"Carndonagh,",Donegal,"+ 353 74 937 0538
",Dominic and Andrea McDermott,dominic@caffebanba.com,www.caffebanba.com ,https://www.facebook.com/caffebanba,https://twitter.com/caffebanba, 55.250623°, -7.266891°,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,,,,The Carndonagh outlet of Malin Head’s famous coffee food truck – Ireland’s most northerly bakery and coffee shop. ,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Claire The Bakers
","Unit 4, SuperValu,
","Carndonagh,",Donegal,"+ 353 74 937 3927
",Claire Doherty,weeclairedoherty@hotmail.com,,https://www.facebook.com/pages/Claire-the-Bakers/258352557550978,, 55.253675°, -7.259864°,9:30:00 AM,5:30:00 PM,9:30:00 AM,5:30:00 PM,9:30:00 AM,5:30:00 PM,9:30:00 AM,5:30:00 PM,9:30:00 AM,5:30:00 PM,9:30:00 AM,5:30:00 PM,,,,"Claire’s is a little husband-and-wife-run café in the SuperValu shopping centre at Carndonagh. A great place to buy a picnic, or to stop by for coffee and a sandwich. Home-made cakes are their real speciality.
",,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Glen House
","Straid,
","Clonmany,",Donegal,"+ 353 74 937 6745
","Sonia McGonigle
",info@glenhouse.ie ,"www.glenhouse.ie
",https://www.facebook.com/theglenhousecountryaccommodation,https://twitter.com/Glen_House, 55.267712°, -7.436190°,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,,"When The Irish Times travel writer Fionn Davenport picked his favourite place to rest his head in the Northwest for the “Defining Ireland” series, the place he chose was Sonia McGonagle’s The Glen House, in little Clonmany. We understand perfectly. Mrs McGonagle is one of the most meticulous hostesses, with an obsessive attention to detail, whether it is the correct way to place sandwiches and buns on a cake tier, or how to dress a room, or the standard of housekeeping that makes everyone happy. The Glen pushes all the buttons, therefore, and we can’t think of anything nicer than a few days here spent walking on the beaches and on through the Urris Hills and the Mamore Gap, with the promise of dinner in The Glen to end a perfect day.
",glenhouse.jpg,1,1,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Beach House Bar & Restaurant
","Swilly Road,
","Buncrana,",Donegal,"+ 353 74 936 1050
","Claire McGowan
",info@thebeachhouse.ie,"www.thebeachhouse.ie
",https://www.facebook.com/thebeachhousebuncrana,https://twitter.com/BeachHouseDL, 55.128470°, -7.463297°,,,,,,,5:00:00 PM,9:00:00 PM,5:00:00 PM,9:00:00 PM,12:30:00 PM,9:30:00 PM,12:30:00 PM,9:00:00 PM,"Our opening hours are extended during the summertime & during holiday periods (Easter, Christmas, etc..)","Claire McGowan is a great restaurateur, and The Beach House is a great Buncrana restaurant. It is great because it feels right, because the food feels right, because the room seems to act almost like a tabula rasa: ready to be whatever you want it to be, whether that is a bowl of soup and a sandwich at lunchtime or a blow-out special with a bunch of friends. We can explain this effect by saying simply that Ms McGowan’s focus is entirely on her customers – she is one of the new generation of hosts who are transforming the reputation ofDonegal. The cooking is right on the money: a tasting plate of local crab; deep-fried St Tola’s goat’s cheese and beetroot ice cream; Greencastle cod with freshwater prawns;Donegal fillet steak with red wine jus; Beach House snowball. The wine list is superb, service is understated and polite, and value for money is excellent. Ms McGowan also runs Guild café at the Guildhall in Derry.
",,1,,,1,1,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Red Door
","Fahan,
","Inishowen,",Donegal,"+ 353 74 936 0289
","Sean Clifford
",info@thereddoor.ie,"www.thereddoor.ie
",https://www.facebook.com/TheRedDoorFahan,https://twitter.com/TheRedDoorFahan, 55.085172°, -7.466186°,,,,,5:00:00 PM,9:00:00 PM,5:00:00 PM,9:00:00 PM,5:00:00 PM,9:00:00 PM,12:00:00 PM,9:30:00 PM,12:00:00 PM,8:00:00 PM,,"Sean Clifford has charge of the kitchens in The Red Door in Fahan, a gorgeous house with the most gorgeous location on the water’s edge. It’s a hugely popular wedding destination, but there are also rooms for regular guests. It’s a great spot for afernoon tea, and Mr Clifford’s cooking is imaginative and creative –Donegal beef with Muckish red ale and blue cheese rarebit; hake on the bone with lobster cream; pork belly with crispy pork shoulder.
",,1,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Counter Deli
","Canal Road,
","Letterkenny,",Donegal,"+ 353 74 9120075
","Richard Finney
",info@thecounterdeli.com,"www.thecounterdeli.com
",https://www.facebook.com/thecounterdeliireland,https://twitter.com/thecounterdeli, 54.947903°, -7.732748°,12:00:00 PM,6:00:00 PM,10:30:00 AM,7:00:00 PM,10:30:00 AM,7:00:00 PM,10:30:00 AM,7:00:00 PM,10:30:00 AM,7:00:00 PM,10:30:00 AM,7:00:00 PM,,,Closed Bank Holidays,"Richard Finney is a man who makes things happen, and in The Counter he has created a classy wine shop, one that takes the wine shop concept into new territory forDonegal. Sure, you can come in with nothing but a bottle of Pinot Grigio on your mind, but the chances are that you will leave  with the Pinot Grigio, and with some Ballinasloe goat’s cheese, and wood-oven baked breads from The Slow Food Co., and a slice of roasted cauliflower and mascarpone tart, and a bar of Skelligs chocolate and some Gaeta olives and a cup of Badger & Dodo and a couple of bottles of Donegal craft beer... Phew! Got all that? The Counter has all you need as well as fantastic wines, and Mr Finney is a serious player inDonegal’s food culture, a man who makes things happen.
",The-Counter.jpg,1,1,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rathmullan House
","Lough Swilly,","Rathmullan,
",Donegal,"+ 353 74 9158188
",Mark & Mary Wheeler,info@rathmullanhouse.com,"www.rathmullanhouse.com
",https://www.facebook.com/pages/Rathmullan-House/148783243152,https://twitter.com/rathmullanhouse, 55.098438°, -7.531187°,8:00:00 AM,11:00:00 PM,8:00:00 AM,11:00:00 PM,8:00:00 AM,11:00:00 PM,8:00:00 AM,11:00:00 PM,8:00:00 AM,11:00:00 PM,8:00:00 AM,11:00:00 PM,8:00:00 AM,11:00:00 PM,,"For more than fifty years, the Wheeler family have welcomed guests to their gorgeous country house, Rathmullan House, on the shores of Lough Swilly, on the edge of Rathmullan village. The achievement of Bob and Robin Wheeler, and their sons Mark and William, is simply immense, and they are amongst the greatest hospitality dynasties in Ireland, standing alongside the Kellys, the Allens, the Foyles, the Vaughans, the Treacys, the O’Callaghans, the Maguires, the Greens, the O’Haras. The beauty of the house and the grounds, and the stellar quality of the cooking, would have allowed Mark and William to take it easy, but their tenure has seen very radical innovations such as their Rathmullan Good Food Road Food van, a staple of the best Irish festivals, and the imaginative quality and sustainable sourcing of the food they serve in the Weeping Elm restaurant reveals a pair who are always ahead of the curve. Kelan McMichael’s tenure in the kitchen has been a match of the ideal chef in the ideal house, for he has a sympathy for and empathy with his ingredients that is precious, and which results in glorious cooking. Make sure to stay for several nights. 
",,1,1,,1,1,,,1,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tap Room,Rathmullan House,"Rathmullan,
",Donegal,+ 353 74 9158188,Kemal Scarpello & Rick Levert,info@rathmullanhouse.com,www.rathmullanhouse.com,https://www.facebook.com/pages/The-Taproom-Farmhouse-Beers-and-WoodFired-Pizzas/736657209710312,https://twitter.com/scarpedillo, 55.098438°, -7.531187°,1:00:00 PM,9:00:00 PM,1:00:00 AM,9:00:00 PM,1:00:00 PM,9:00:00 PM,1:00:00 PM,9:00:00 PM,1:00:00 PM,9:00:00 PM,1:00:00 PM,9:00:00 PM,1:00:00 PM,9:00:00 PM,"The Taproom is open daily for July and August from Sunday 6th July.		","A mighty trinity of talents -  Kinnegar Brewing, SlowFooCo Pizzas and Rathmullan House make this a don’t miss destination for pizzas and beer.",,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Atlantic Camp,"Creeslough Village,","Letterkenny,",Donegal,+ 353 74 9138400,,hello@wildatlanticcamp.com,www.wildatlanticcamp.ie,https://www.facebook.com/wildatlanticcamp.com,https://twitter.com/wildatlanticn56, 55.119245°, -7.904565°,,,,,,,,,,,,,,,,"Choose from a heated wooden camping pod, with proper beds, or stay in your own tent or motorhome. This is your base to explore Blue Flag beaches, forest parks, heritage sites, and great walking, cycling and driving routes. The beautiful location of this well-run campsite, overlooks Sheephaven Bay, so you can walk to the pub or the beach, or take advantage of the many on-site amenities. ",,1,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
